"Balancing Authority","Directly Interconnected Balancing Authority","Interchange (MW)","UTC Time at End of Hour","DIBA_Region"
PNM,AZPS,-523,06/06/2025 4:00:00 AM,SW
PNM,EPE,202,06/06/2025 4:00:00 AM,SW
PNM,GRID,0,06/06/2025 4:00:00 AM,NW
PNM,PSCO,-113,06/06/2025 4:00:00 AM,NW
PNM,SWPP,0,06/06/2025 4:00:00 AM,CENT
PNM,TEPC,-54,06/06/2025 4:00:00 AM,SW
PNM,WACM,-221,06/06/2025 4:00:00 AM,NW
PNM,AZPS,-403,06/06/2025 5:00:00 AM,SW
PNM,EPE,236,06/06/2025 5:00:00 AM,SW
PNM,GRID,0,06/06/2025 5:00:00 AM,NW
PNM,PSCO,-113,06/06/2025 5:00:00 AM,NW
PNM,SWPP,0,06/06/2025 5:00:00 AM,CENT
PNM,TEPC,1,06/06/2025 5:00:00 AM,SW
PNM,WACM,-205,06/06/2025 5:00:00 AM,NW
PNM,AZPS,-439,06/06/2025 6:00:00 AM,SW
PNM,EPE,256,06/06/2025 6:00:00 AM,SW
PNM,GRID,0,06/06/2025 6:00:00 AM,NW
PNM,PSCO,-127,06/06/2025 6:00:00 AM,NW
PNM,SWPP,0,06/06/2025 6:00:00 AM,CENT
PNM,TEPC,-61,06/06/2025 6:00:00 AM,SW
PNM,WACM,-306,06/06/2025 6:00:00 AM,NW
PNM,AZPS,-523,06/06/2025 7:00:00 AM,SW
PNM,EPE,245,06/06/2025 7:00:00 AM,SW
PNM,GRID,0,06/06/2025 7:00:00 AM,NW
PNM,PSCO,-123,06/06/2025 7:00:00 AM,NW
PNM,SWPP,0,06/06/2025 7:00:00 AM,CENT
PNM,TEPC,-82,06/06/2025 7:00:00 AM,SW
PNM,WACM,-338,06/06/2025 7:00:00 AM,NW
PNM,AZPS,-584,06/06/2025 8:00:00 AM,SW
PNM,EPE,197,06/06/2025 8:00:00 AM,SW
PNM,GRID,0,06/06/2025 8:00:00 AM,NW
PNM,PSCO,-135,06/06/2025 8:00:00 AM,NW
PNM,SWPP,0,06/06/2025 8:00:00 AM,CENT
PNM,TEPC,-80,06/06/2025 8:00:00 AM,SW
PNM,WACM,-404,06/06/2025 8:00:00 AM,NW
PNM,AZPS,-522,06/06/2025 9:00:00 AM,SW
PNM,EPE,193,06/06/2025 9:00:00 AM,SW
PNM,GRID,0,06/06/2025 9:00:00 AM,NW
PNM,PSCO,-137,06/06/2025 9:00:00 AM,NW
PNM,SWPP,0,06/06/2025 9:00:00 AM,CENT
PNM,TEPC,-120,06/06/2025 9:00:00 AM,SW
PNM,WACM,-421,06/06/2025 9:00:00 AM,NW
PNM,AZPS,-598,06/06/2025 10:00:00 AM,SW
PNM,EPE,212,06/06/2025 10:00:00 AM,SW
PNM,GRID,0,06/06/2025 10:00:00 AM,NW
PNM,PSCO,-121,06/06/2025 10:00:00 AM,NW
PNM,SWPP,0,06/06/2025 10:00:00 AM,CENT
PNM,TEPC,-121,06/06/2025 10:00:00 AM,SW
PNM,WACM,-423,06/06/2025 10:00:00 AM,NW
PNM,AZPS,-614,06/06/2025 11:00:00 AM,SW
PNM,EPE,211,06/06/2025 11:00:00 AM,SW
PNM,GRID,0,06/06/2025 11:00:00 AM,NW
PNM,PSCO,-124,06/06/2025 11:00:00 AM,NW
PNM,SWPP,0,06/06/2025 11:00:00 AM,CENT
PNM,TEPC,-101,06/06/2025 11:00:00 AM,SW
PNM,WACM,-431,06/06/2025 11:00:00 AM,NW
PNM,AZPS,-529,06/06/2025 12:00:00 PM,SW
PNM,EPE,203,06/06/2025 12:00:00 PM,SW
PNM,GRID,0,06/06/2025 12:00:00 PM,NW
PNM,PSCO,-120,06/06/2025 12:00:00 PM,NW
PNM,SWPP,0,06/06/2025 12:00:00 PM,CENT
PNM,TEPC,-89,06/06/2025 12:00:00 PM,SW
PNM,WACM,-409,06/06/2025 12:00:00 PM,NW
PNM,AZPS,-444,06/06/2025 1:00:00 PM,SW
PNM,EPE,208,06/06/2025 1:00:00 PM,SW
PNM,GRID,0,06/06/2025 1:00:00 PM,NW
PNM,PSCO,-115,06/06/2025 1:00:00 PM,NW
PNM,SWPP,0,06/06/2025 1:00:00 PM,CENT
PNM,TEPC,-65,06/06/2025 1:00:00 PM,SW
PNM,WACM,-344,06/06/2025 1:00:00 PM,NW
PNM,AZPS,56,06/06/2025 2:00:00 PM,SW
PNM,EPE,223,06/06/2025 2:00:00 PM,SW
PNM,GRID,0,06/06/2025 2:00:00 PM,NW
PNM,PSCO,-66,06/06/2025 2:00:00 PM,NW
PNM,SWPP,0,06/06/2025 2:00:00 PM,CENT
PNM,TEPC,41,06/06/2025 2:00:00 PM,SW
PNM,WACM,7,06/06/2025 2:00:00 PM,NW
PNM,AZPS,-7,06/06/2025 3:00:00 PM,SW
PNM,EPE,178,06/06/2025 3:00:00 PM,SW
PNM,GRID,0,06/06/2025 3:00:00 PM,NW
PNM,PSCO,-38,06/06/2025 3:00:00 PM,NW
PNM,SWPP,0,06/06/2025 3:00:00 PM,CENT
PNM,TEPC,-80,06/06/2025 3:00:00 PM,SW
PNM,WACM,126,06/06/2025 3:00:00 PM,NW
PNM,AZPS,-108,06/06/2025 4:00:00 PM,SW
PNM,EPE,181,06/06/2025 4:00:00 PM,SW
PNM,GRID,0,06/06/2025 4:00:00 PM,NW
PNM,PSCO,-37,06/06/2025 4:00:00 PM,NW
PNM,SWPP,0,06/06/2025 4:00:00 PM,CENT
PNM,TEPC,-90,06/06/2025 4:00:00 PM,SW
PNM,WACM,175,06/06/2025 4:00:00 PM,NW
PNM,AZPS,-114,06/06/2025 5:00:00 PM,SW
PNM,EPE,183,06/06/2025 5:00:00 PM,SW
PNM,GRID,0,06/06/2025 5:00:00 PM,NW
PNM,PSCO,-42,06/06/2025 5:00:00 PM,NW
PNM,SWPP,0,06/06/2025 5:00:00 PM,CENT
PNM,TEPC,-17,06/06/2025 5:00:00 PM,SW
PNM,WACM,161,06/06/2025 5:00:00 PM,NW
PNM,AZPS,-147,06/06/2025 6:00:00 PM,SW
PNM,EPE,186,06/06/2025 6:00:00 PM,SW
PNM,GRID,0,06/06/2025 6:00:00 PM,NW
PNM,PSCO,-57,06/06/2025 6:00:00 PM,NW
PNM,SWPP,0,06/06/2025 6:00:00 PM,CENT
PNM,TEPC,49,06/06/2025 6:00:00 PM,SW
PNM,WACM,89,06/06/2025 6:00:00 PM,NW
PNM,AZPS,-96,06/06/2025 7:00:00 PM,SW
PNM,EPE,184,06/06/2025 7:00:00 PM,SW
PNM,GRID,1,06/06/2025 7:00:00 PM,NW
PNM,PSCO,-57,06/06/2025 7:00:00 PM,NW
PNM,SWPP,0,06/06/2025 7:00:00 PM,CENT
PNM,TEPC,84,06/06/2025 7:00:00 PM,SW
PNM,WACM,112,06/06/2025 7:00:00 PM,NW
PNM,AZPS,101,06/06/2025 8:00:00 PM,SW
PNM,EPE,174,06/06/2025 8:00:00 PM,SW
PNM,GRID,4,06/06/2025 8:00:00 PM,NW
PNM,PSCO,-71,06/06/2025 8:00:00 PM,NW
PNM,SWPP,0,06/06/2025 8:00:00 PM,CENT
PNM,TEPC,223,06/06/2025 8:00:00 PM,SW
PNM,WACM,144,06/06/2025 8:00:00 PM,NW
PNM,AZPS,236,06/06/2025 9:00:00 PM,SW
PNM,EPE,195,06/06/2025 9:00:00 PM,SW
PNM,GRID,0,06/06/2025 9:00:00 PM,NW
PNM,PSCO,-61,06/06/2025 9:00:00 PM,NW
PNM,SWPP,0,06/06/2025 9:00:00 PM,CENT
PNM,TEPC,281,06/06/2025 9:00:00 PM,SW
PNM,WACM,247,06/06/2025 9:00:00 PM,NW
PNM,AZPS,258,06/06/2025 10:00:00 PM,SW
PNM,EPE,247,06/06/2025 10:00:00 PM,SW
PNM,GRID,2,06/06/2025 10:00:00 PM,NW
PNM,PSCO,-76,06/06/2025 10:00:00 PM,NW
PNM,SWPP,0,06/06/2025 10:00:00 PM,CENT
PNM,TEPC,300,06/06/2025 10:00:00 PM,SW
PNM,WACM,231,06/06/2025 10:00:00 PM,NW
PNM,AZPS,157,06/06/2025 11:00:00 PM,SW
PNM,EPE,290,06/06/2025 11:00:00 PM,SW
PNM,GRID,0,06/06/2025 11:00:00 PM,NW
PNM,PSCO,-94,06/06/2025 11:00:00 PM,NW
PNM,SWPP,0,06/06/2025 11:00:00 PM,CENT
PNM,TEPC,314,06/06/2025 11:00:00 PM,SW
PNM,WACM,148,06/06/2025 11:00:00 PM,NW
PNM,AZPS,-8,06/07/2025 12:00:00 AM,SW
PNM,EPE,310,06/07/2025 12:00:00 AM,SW
PNM,GRID,-35,06/07/2025 12:00:00 AM,NW
PNM,PSCO,-101,06/07/2025 12:00:00 AM,NW
PNM,SWPP,0,06/07/2025 12:00:00 AM,CENT
PNM,TEPC,263,06/07/2025 12:00:00 AM,SW
PNM,WACM,26,06/07/2025 12:00:00 AM,NW
PNM,AZPS,-199,06/07/2025 1:00:00 AM,SW
PNM,EPE,269,06/07/2025 1:00:00 AM,SW
PNM,GRID,-80,06/07/2025 1:00:00 AM,NW
PNM,PSCO,-87,06/07/2025 1:00:00 AM,NW
PNM,SWPP,0,06/07/2025 1:00:00 AM,CENT
PNM,TEPC,146,06/07/2025 1:00:00 AM,SW
PNM,WACM,10,06/07/2025 1:00:00 AM,NW
PNM,AZPS,-468,06/07/2025 2:00:00 AM,SW
PNM,EPE,252,06/07/2025 2:00:00 AM,SW
PNM,GRID,-94,06/07/2025 2:00:00 AM,NW
PNM,PSCO,-105,06/07/2025 2:00:00 AM,NW
PNM,SWPP,0,06/07/2025 2:00:00 AM,CENT
PNM,TEPC,98,06/07/2025 2:00:00 AM,SW
PNM,WACM,-254,06/07/2025 2:00:00 AM,NW
PNM,AZPS,-500,06/07/2025 3:00:00 AM,SW
PNM,EPE,245,06/07/2025 3:00:00 AM,SW
PNM,GRID,-139,06/07/2025 3:00:00 AM,NW
PNM,PSCO,-117,06/07/2025 3:00:00 AM,NW
PNM,SWPP,0,06/07/2025 3:00:00 AM,CENT
PNM,TEPC,81,06/07/2025 3:00:00 AM,SW
PNM,WACM,-305,06/07/2025 3:00:00 AM,NW
PNM,AZPS,-333,06/07/2025 4:00:00 AM,SW
PNM,EPE,268,06/07/2025 4:00:00 AM,SW
PNM,GRID,-165,06/07/2025 4:00:00 AM,NW
PNM,PSCO,-104,06/07/2025 4:00:00 AM,NW
PNM,SWPP,0,06/07/2025 4:00:00 AM,CENT
PNM,TEPC,105,06/07/2025 4:00:00 AM,SW
PNM,WACM,-202,06/07/2025 4:00:00 AM,NW
PNM,AZPS,-167,06/07/2025 5:00:00 AM,SW
PNM,EPE,299,06/07/2025 5:00:00 AM,SW
PNM,GRID,-191,06/07/2025 5:00:00 AM,NW
PNM,PSCO,-113,06/07/2025 5:00:00 AM,NW
PNM,SWPP,0,06/07/2025 5:00:00 AM,CENT
PNM,TEPC,204,06/07/2025 5:00:00 AM,SW
PNM,WACM,-167,06/07/2025 5:00:00 AM,NW
PNM,AZPS,-11,06/07/2025 6:00:00 AM,SW
PNM,EPE,260,06/07/2025 6:00:00 AM,SW
PNM,GRID,-436,06/07/2025 6:00:00 AM,NW
PNM,PSCO,-142,06/07/2025 6:00:00 AM,NW
PNM,SWPP,0,06/07/2025 6:00:00 AM,CENT
PNM,TEPC,220,06/07/2025 6:00:00 AM,SW
PNM,WACM,-221,06/07/2025 6:00:00 AM,NW
PNM,AZPS,-38,06/07/2025 7:00:00 AM,SW
PNM,EPE,260,06/07/2025 7:00:00 AM,SW
PNM,GRID,-466,06/07/2025 7:00:00 AM,NW
PNM,PSCO,-158,06/07/2025 7:00:00 AM,NW
PNM,SWPP,0,06/07/2025 7:00:00 AM,CENT
PNM,TEPC,244,06/07/2025 7:00:00 AM,SW
PNM,WACM,-310,06/07/2025 7:00:00 AM,NW
PNM,AZPS,-24,06/07/2025 8:00:00 AM,SW
PNM,EPE,260,06/07/2025 8:00:00 AM,SW
PNM,GRID,-480,06/07/2025 8:00:00 AM,NW
PNM,PSCO,-165,06/07/2025 8:00:00 AM,NW
PNM,SWPP,0,06/07/2025 8:00:00 AM,CENT
PNM,TEPC,245,06/07/2025 8:00:00 AM,SW
PNM,WACM,-338,06/07/2025 8:00:00 AM,NW
PNM,AZPS,159,06/07/2025 9:00:00 AM,SW
PNM,EPE,270,06/07/2025 9:00:00 AM,SW
PNM,GRID,-482,06/07/2025 9:00:00 AM,NW
PNM,PSCO,-170,06/07/2025 9:00:00 AM,NW
PNM,SWPP,0,06/07/2025 9:00:00 AM,CENT
PNM,TEPC,261,06/07/2025 9:00:00 AM,SW
PNM,WACM,-313,06/07/2025 9:00:00 AM,NW
PNM,AZPS,24,06/07/2025 10:00:00 AM,SW
PNM,EPE,252,06/07/2025 10:00:00 AM,SW
PNM,GRID,-295,06/07/2025 10:00:00 AM,NW
PNM,PSCO,-177,06/07/2025 10:00:00 AM,NW
PNM,SWPP,0,06/07/2025 10:00:00 AM,CENT
PNM,TEPC,208,06/07/2025 10:00:00 AM,SW
PNM,WACM,-380,06/07/2025 10:00:00 AM,NW
PNM,AZPS,-282,06/07/2025 11:00:00 AM,SW
PNM,EPE,238,06/07/2025 11:00:00 AM,SW
PNM,GRID,-6,06/07/2025 11:00:00 AM,NW
PNM,PSCO,-192,06/07/2025 11:00:00 AM,NW
PNM,SWPP,0,06/07/2025 11:00:00 AM,CENT
PNM,TEPC,77,06/07/2025 11:00:00 AM,SW
PNM,WACM,-511,06/07/2025 11:00:00 AM,NW
PNM,AZPS,-360,06/07/2025 12:00:00 PM,SW
PNM,EPE,240,06/07/2025 12:00:00 PM,SW
PNM,GRID,4,06/07/2025 12:00:00 PM,NW
PNM,PSCO,-181,06/07/2025 12:00:00 PM,NW
PNM,SWPP,0,06/07/2025 12:00:00 PM,CENT
PNM,TEPC,46,06/07/2025 12:00:00 PM,SW
PNM,WACM,-539,06/07/2025 12:00:00 PM,NW
PNM,AZPS,-212,06/07/2025 1:00:00 PM,SW
PNM,EPE,259,06/07/2025 1:00:00 PM,SW
PNM,GRID,-19,06/07/2025 1:00:00 PM,NW
PNM,PSCO,-173,06/07/2025 1:00:00 PM,NW
PNM,SWPP,0,06/07/2025 1:00:00 PM,CENT
PNM,TEPC,134,06/07/2025 1:00:00 PM,SW
PNM,WACM,-402,06/07/2025 1:00:00 PM,NW
PNM,AZPS,283,06/07/2025 2:00:00 PM,SW
PNM,EPE,205,06/07/2025 2:00:00 PM,SW
PNM,GRID,-34,06/07/2025 2:00:00 PM,NW
PNM,PSCO,-85,06/07/2025 2:00:00 PM,NW
PNM,SWPP,0,06/07/2025 2:00:00 PM,CENT
PNM,TEPC,215,06/07/2025 2:00:00 PM,SW
PNM,WACM,-11,06/07/2025 2:00:00 PM,NW
PNM,AZPS,273,06/07/2025 3:00:00 PM,SW
PNM,EPE,167,06/07/2025 3:00:00 PM,SW
PNM,GRID,-30,06/07/2025 3:00:00 PM,NW
PNM,PSCO,-44,06/07/2025 3:00:00 PM,NW
PNM,SWPP,0,06/07/2025 3:00:00 PM,CENT
PNM,TEPC,170,06/07/2025 3:00:00 PM,SW
PNM,WACM,39,06/07/2025 3:00:00 PM,NW
PNM,AZPS,167,06/07/2025 4:00:00 PM,SW
PNM,EPE,160,06/07/2025 4:00:00 PM,SW
PNM,GRID,-23,06/07/2025 4:00:00 PM,NW
PNM,PSCO,-43,06/07/2025 4:00:00 PM,NW
PNM,SWPP,0,06/07/2025 4:00:00 PM,CENT
PNM,TEPC,183,06/07/2025 4:00:00 PM,SW
PNM,WACM,31,06/07/2025 4:00:00 PM,NW
PNM,AZPS,130,06/07/2025 5:00:00 PM,SW
PNM,EPE,173,06/07/2025 5:00:00 PM,SW
PNM,GRID,-19,06/07/2025 5:00:00 PM,NW
PNM,PSCO,-57,06/07/2025 5:00:00 PM,NW
PNM,SWPP,0,06/07/2025 5:00:00 PM,CENT
PNM,TEPC,126,06/07/2025 5:00:00 PM,SW
PNM,WACM,-42,06/07/2025 5:00:00 PM,NW
PNM,AZPS,15,06/07/2025 6:00:00 PM,SW
PNM,EPE,168,06/07/2025 6:00:00 PM,SW
PNM,GRID,-15,06/07/2025 6:00:00 PM,NW
PNM,PSCO,-62,06/07/2025 6:00:00 PM,NW
PNM,SWPP,0,06/07/2025 6:00:00 PM,CENT
PNM,TEPC,199,06/07/2025 6:00:00 PM,SW
PNM,WACM,-118,06/07/2025 6:00:00 PM,NW
PNM,AZPS,31,06/07/2025 7:00:00 PM,SW
PNM,EPE,163,06/07/2025 7:00:00 PM,SW
PNM,GRID,-14,06/07/2025 7:00:00 PM,NW
PNM,PSCO,-50,06/07/2025 7:00:00 PM,NW
PNM,SWPP,0,06/07/2025 7:00:00 PM,CENT
PNM,TEPC,248,06/07/2025 7:00:00 PM,SW
PNM,WACM,-108,06/07/2025 7:00:00 PM,NW
PNM,AZPS,145,06/07/2025 8:00:00 PM,SW
PNM,EPE,157,06/07/2025 8:00:00 PM,SW
PNM,GRID,-12,06/07/2025 8:00:00 PM,NW
PNM,PSCO,-56,06/07/2025 8:00:00 PM,NW
PNM,SWPP,0,06/07/2025 8:00:00 PM,CENT
PNM,TEPC,362,06/07/2025 8:00:00 PM,SW
PNM,WACM,-53,06/07/2025 8:00:00 PM,NW
PNM,AZPS,138,06/07/2025 9:00:00 PM,SW
PNM,EPE,213,06/07/2025 9:00:00 PM,SW
PNM,GRID,-18,06/07/2025 9:00:00 PM,NW
PNM,PSCO,-54,06/07/2025 9:00:00 PM,NW
PNM,SWPP,0,06/07/2025 9:00:00 PM,CENT
PNM,TEPC,350,06/07/2025 9:00:00 PM,SW
PNM,WACM,-24,06/07/2025 9:00:00 PM,NW
PNM,AZPS,99,06/07/2025 10:00:00 PM,SW
PNM,EPE,233,06/07/2025 10:00:00 PM,SW
PNM,GRID,-21,06/07/2025 10:00:00 PM,NW
PNM,PSCO,-64,06/07/2025 10:00:00 PM,NW
PNM,SWPP,0,06/07/2025 10:00:00 PM,CENT
PNM,TEPC,357,06/07/2025 10:00:00 PM,SW
PNM,WACM,16,06/07/2025 10:00:00 PM,NW
PNM,AZPS,32,06/07/2025 11:00:00 PM,SW
PNM,EPE,317,06/07/2025 11:00:00 PM,SW
PNM,GRID,-18,06/07/2025 11:00:00 PM,NW
PNM,PSCO,-59,06/07/2025 11:00:00 PM,NW
PNM,SWPP,0,06/07/2025 11:00:00 PM,CENT
PNM,TEPC,322,06/07/2025 11:00:00 PM,SW
PNM,WACM,55,06/07/2025 11:00:00 PM,NW
PNM,AZPS,-77,06/08/2025 12:00:00 AM,SW
PNM,EPE,343,06/08/2025 12:00:00 AM,SW
PNM,GRID,-76,06/08/2025 12:00:00 AM,NW
PNM,PSCO,-56,06/08/2025 12:00:00 AM,NW
PNM,SWPP,0,06/08/2025 12:00:00 AM,CENT
PNM,TEPC,309,06/08/2025 12:00:00 AM,SW
PNM,WACM,45,06/08/2025 12:00:00 AM,NW
PNM,AZPS,-239,06/08/2025 1:00:00 AM,SW
PNM,EPE,339,06/08/2025 1:00:00 AM,SW
PNM,GRID,-157,06/08/2025 1:00:00 AM,NW
PNM,PSCO,-84,06/08/2025 1:00:00 AM,NW
PNM,SWPP,0,06/08/2025 1:00:00 AM,CENT
PNM,TEPC,267,06/08/2025 1:00:00 AM,SW
PNM,WACM,-96,06/08/2025 1:00:00 AM,NW
PNM,AZPS,-414,06/08/2025 2:00:00 AM,SW
PNM,EPE,395,06/08/2025 2:00:00 AM,SW
PNM,GRID,-278,06/08/2025 2:00:00 AM,NW
PNM,PSCO,-107,06/08/2025 2:00:00 AM,NW
PNM,SWPP,0,06/08/2025 2:00:00 AM,CENT
PNM,TEPC,150,06/08/2025 2:00:00 AM,SW
PNM,WACM,-244,06/08/2025 2:00:00 AM,NW
PNM,AZPS,-447,06/08/2025 3:00:00 AM,SW
PNM,EPE,360,06/08/2025 3:00:00 AM,SW
PNM,GRID,-342,06/08/2025 3:00:00 AM,NW
PNM,PSCO,-111,06/08/2025 3:00:00 AM,NW
PNM,SWPP,0,06/08/2025 3:00:00 AM,CENT
PNM,TEPC,63,06/08/2025 3:00:00 AM,SW
PNM,WACM,-272,06/08/2025 3:00:00 AM,NW
PNM,AZPS,-396,06/08/2025 4:00:00 AM,SW
PNM,EPE,284,06/08/2025 4:00:00 AM,SW
PNM,GRID,-341,06/08/2025 4:00:00 AM,NW
PNM,PSCO,-118,06/08/2025 4:00:00 AM,NW
PNM,SWPP,0,06/08/2025 4:00:00 AM,CENT
PNM,TEPC,26,06/08/2025 4:00:00 AM,SW
PNM,WACM,-250,06/08/2025 4:00:00 AM,NW
PNM,AZPS,-254,06/08/2025 5:00:00 AM,SW
PNM,EPE,329,06/08/2025 5:00:00 AM,SW
PNM,GRID,-376,06/08/2025 5:00:00 AM,NW
PNM,PSCO,-132,06/08/2025 5:00:00 AM,NW
PNM,SWPP,0,06/08/2025 5:00:00 AM,CENT
PNM,TEPC,35,06/08/2025 5:00:00 AM,SW
PNM,WACM,-267,06/08/2025 5:00:00 AM,NW
PNM,AZPS,-200,06/08/2025 6:00:00 AM,SW
PNM,EPE,315,06/08/2025 6:00:00 AM,SW
PNM,GRID,-409,06/08/2025 6:00:00 AM,NW
PNM,PSCO,-157,06/08/2025 6:00:00 AM,NW
PNM,SWPP,0,06/08/2025 6:00:00 AM,CENT
PNM,TEPC,80,06/08/2025 6:00:00 AM,SW
PNM,WACM,-332,06/08/2025 6:00:00 AM,NW
PNM,AZPS,-262,06/08/2025 7:00:00 AM,SW
PNM,EPE,328,06/08/2025 7:00:00 AM,SW
PNM,GRID,-344,06/08/2025 7:00:00 AM,NW
PNM,PSCO,-162,06/08/2025 7:00:00 AM,NW
PNM,SWPP,0,06/08/2025 7:00:00 AM,CENT
PNM,TEPC,111,06/08/2025 7:00:00 AM,SW
PNM,WACM,-410,06/08/2025 7:00:00 AM,NW
PNM,AZPS,-273,06/08/2025 8:00:00 AM,SW
PNM,EPE,242,06/08/2025 8:00:00 AM,SW
PNM,GRID,-232,06/08/2025 8:00:00 AM,NW
PNM,PSCO,-160,06/08/2025 8:00:00 AM,NW
PNM,SWPP,0,06/08/2025 8:00:00 AM,CENT
PNM,TEPC,143,06/08/2025 8:00:00 AM,SW
PNM,WACM,-431,06/08/2025 8:00:00 AM,NW
PNM,AZPS,-273,06/08/2025 9:00:00 AM,SW
PNM,EPE,257,06/08/2025 9:00:00 AM,SW
PNM,GRID,-193,06/08/2025 9:00:00 AM,NW
PNM,PSCO,-148,06/08/2025 9:00:00 AM,NW
PNM,SWPP,0,06/08/2025 9:00:00 AM,CENT
PNM,TEPC,113,06/08/2025 9:00:00 AM,SW
PNM,WACM,-388,06/08/2025 9:00:00 AM,NW
PNM,AZPS,-209,06/08/2025 10:00:00 AM,SW
PNM,EPE,260,06/08/2025 10:00:00 AM,SW
PNM,GRID,-249,06/08/2025 10:00:00 AM,NW
PNM,PSCO,-136,06/08/2025 10:00:00 AM,NW
PNM,SWPP,0,06/08/2025 10:00:00 AM,CENT
PNM,TEPC,96,06/08/2025 10:00:00 AM,SW
PNM,WACM,-315,06/08/2025 10:00:00 AM,NW
PNM,AZPS,-44,06/08/2025 11:00:00 AM,SW
PNM,EPE,256,06/08/2025 11:00:00 AM,SW
PNM,GRID,-276,06/08/2025 11:00:00 AM,NW
PNM,PSCO,-136,06/08/2025 11:00:00 AM,NW
PNM,SWPP,0,06/08/2025 11:00:00 AM,CENT
PNM,TEPC,140,06/08/2025 11:00:00 AM,SW
PNM,WACM,-255,06/08/2025 11:00:00 AM,NW
PNM,AZPS,-174,06/08/2025 12:00:00 PM,SW
PNM,EPE,244,06/08/2025 12:00:00 PM,SW
PNM,GRID,-171,06/08/2025 12:00:00 PM,NW
PNM,PSCO,-144,06/08/2025 12:00:00 PM,NW
PNM,SWPP,0,06/08/2025 12:00:00 PM,CENT
PNM,TEPC,86,06/08/2025 12:00:00 PM,SW
PNM,WACM,-330,06/08/2025 12:00:00 PM,NW
PNM,AZPS,-266,06/08/2025 1:00:00 PM,SW
PNM,EPE,169,06/08/2025 1:00:00 PM,SW
PNM,GRID,-145,06/08/2025 1:00:00 PM,NW
PNM,PSCO,-128,06/08/2025 1:00:00 PM,NW
PNM,SWPP,0,06/08/2025 1:00:00 PM,CENT
PNM,TEPC,60,06/08/2025 1:00:00 PM,SW
PNM,WACM,-326,06/08/2025 1:00:00 PM,NW
PNM,AZPS,-5,06/08/2025 2:00:00 PM,SW
PNM,EPE,134,06/08/2025 2:00:00 PM,SW
PNM,GRID,-35,06/08/2025 2:00:00 PM,NW
PNM,PSCO,-55,06/08/2025 2:00:00 PM,NW
PNM,SWPP,0,06/08/2025 2:00:00 PM,CENT
PNM,TEPC,65,06/08/2025 2:00:00 PM,SW
PNM,WACM,-14,06/08/2025 2:00:00 PM,NW
PNM,AZPS,14,06/08/2025 3:00:00 PM,SW
PNM,EPE,88,06/08/2025 3:00:00 PM,SW
PNM,GRID,-29,06/08/2025 3:00:00 PM,NW
PNM,PSCO,-42,06/08/2025 3:00:00 PM,NW
PNM,SWPP,0,06/08/2025 3:00:00 PM,CENT
PNM,TEPC,59,06/08/2025 3:00:00 PM,SW
PNM,WACM,83,06/08/2025 3:00:00 PM,NW
PNM,AZPS,-30,06/08/2025 4:00:00 PM,SW
PNM,EPE,90,06/08/2025 4:00:00 PM,SW
PNM,GRID,-7,06/08/2025 4:00:00 PM,NW
PNM,PSCO,-60,06/08/2025 4:00:00 PM,NW
PNM,SWPP,0,06/08/2025 4:00:00 PM,CENT
PNM,TEPC,-10,06/08/2025 4:00:00 PM,SW
PNM,WACM,121,06/08/2025 4:00:00 PM,NW
PNM,AZPS,-112,06/08/2025 5:00:00 PM,SW
PNM,EPE,95,06/08/2025 5:00:00 PM,SW
PNM,GRID,2,06/08/2025 5:00:00 PM,NW
PNM,PSCO,-74,06/08/2025 5:00:00 PM,NW
PNM,SWPP,0,06/08/2025 5:00:00 PM,CENT
PNM,TEPC,45,06/08/2025 5:00:00 PM,SW
PNM,WACM,25,06/08/2025 5:00:00 PM,NW
PNM,AZPS,-218,06/08/2025 6:00:00 PM,SW
PNM,EPE,89,06/08/2025 6:00:00 PM,SW
PNM,GRID,0,06/08/2025 6:00:00 PM,NW
PNM,PSCO,-82,06/08/2025 6:00:00 PM,NW
PNM,SWPP,0,06/08/2025 6:00:00 PM,CENT
PNM,TEPC,182,06/08/2025 6:00:00 PM,SW
PNM,WACM,-68,06/08/2025 6:00:00 PM,NW
PNM,AZPS,-172,06/08/2025 7:00:00 PM,SW
PNM,EPE,98,06/08/2025 7:00:00 PM,SW
PNM,GRID,-4,06/08/2025 7:00:00 PM,NW
PNM,PSCO,-90,06/08/2025 7:00:00 PM,NW
PNM,SWPP,0,06/08/2025 7:00:00 PM,CENT
PNM,TEPC,226,06/08/2025 7:00:00 PM,SW
PNM,WACM,-33,06/08/2025 7:00:00 PM,NW
PNM,AZPS,-123,06/08/2025 8:00:00 PM,SW
PNM,EPE,122,06/08/2025 8:00:00 PM,SW
PNM,GRID,-26,06/08/2025 8:00:00 PM,NW
PNM,PSCO,-104,06/08/2025 8:00:00 PM,NW
PNM,SWPP,0,06/08/2025 8:00:00 PM,CENT
PNM,TEPC,228,06/08/2025 8:00:00 PM,SW
PNM,WACM,8,06/08/2025 8:00:00 PM,NW
PNM,AZPS,-178,06/08/2025 9:00:00 PM,SW
PNM,EPE,150,06/08/2025 9:00:00 PM,SW
PNM,GRID,-28,06/08/2025 9:00:00 PM,NW
PNM,PSCO,-81,06/08/2025 9:00:00 PM,NW
PNM,SWPP,0,06/08/2025 9:00:00 PM,CENT
PNM,TEPC,193,06/08/2025 9:00:00 PM,SW
PNM,WACM,-30,06/08/2025 9:00:00 PM,NW
