"Balancing Authority","Directly Interconnected Balancing Authority","Interchange (MW)","UTC Time at End of Hour","DIBA_Region"
PNM,AZPS,-212,06/08/2025 10:00:00 PM,SW
PNM,EPE,132,06/08/2025 10:00:00 PM,SW
PNM,GRID,-34,06/08/2025 10:00:00 PM,NW
PNM,PSCO,-89,06/08/2025 10:00:00 PM,NW
PNM,SWPP,0,06/08/2025 10:00:00 PM,CENT
PNM,TEPC,227,06/08/2025 10:00:00 PM,SW
PNM,WACM,-54,06/08/2025 10:00:00 PM,NW
PNM,AZPS,-42,06/08/2025 11:00:00 PM,SW
PNM,EPE,138,06/08/2025 11:00:00 PM,SW
PNM,GRID,-49,06/08/2025 11:00:00 PM,NW
PNM,PSCO,-106,06/08/2025 11:00:00 PM,NW
PNM,SWPP,0,06/08/2025 11:00:00 PM,CENT
PNM,TEPC,330,06/08/2025 11:00:00 PM,SW
PNM,WACM,-68,06/08/2025 11:00:00 PM,NW
PSCO,PNM,57,05/19/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 12:00:00 AM,CENT
PSCO,WACM,320,05/19/2025 12:00:00 AM,NW
PSCO,PNM,73,05/19/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 1:00:00 AM,CENT
PSCO,WACM,240,05/19/2025 1:00:00 AM,NW
PSCO,PNM,120,05/19/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 2:00:00 AM,CENT
PSCO,WACM,242,05/19/2025 2:00:00 AM,NW
PSCO,PNM,140,05/19/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 3:00:00 AM,CENT
PSCO,WACM,291,05/19/2025 3:00:00 AM,NW
PSCO,PNM,126,05/19/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 4:00:00 AM,CENT
PSCO,WACM,361,05/19/2025 4:00:00 AM,NW
PSCO,PNM,119,05/19/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 5:00:00 AM,CENT
PSCO,WACM,412,05/19/2025 5:00:00 AM,NW
PSCO,PNM,116,05/19/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 6:00:00 AM,CENT
PSCO,WACM,466,05/19/2025 6:00:00 AM,NW
PSCO,PNM,106,05/19/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 7:00:00 AM,CENT
PSCO,WACM,417,05/19/2025 7:00:00 AM,NW
PSCO,PNM,100,05/19/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 8:00:00 AM,CENT
PSCO,WACM,373,05/19/2025 8:00:00 AM,NW
PSCO,PNM,107,05/19/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 9:00:00 AM,CENT
PSCO,WACM,339,05/19/2025 9:00:00 AM,NW
PSCO,PNM,115,05/19/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 10:00:00 AM,CENT
PSCO,WACM,328,05/19/2025 10:00:00 AM,NW
PSCO,PNM,111,05/19/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/19/2025 11:00:00 AM,CENT
PSCO,WACM,239,05/19/2025 11:00:00 AM,NW
PSCO,PNM,121,05/19/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 12:00:00 PM,CENT
PSCO,WACM,144,05/19/2025 12:00:00 PM,NW
PSCO,PNM,127,05/19/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 1:00:00 PM,CENT
PSCO,WACM,215,05/19/2025 1:00:00 PM,NW
PSCO,PNM,93,05/19/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 2:00:00 PM,CENT
PSCO,WACM,285,05/19/2025 2:00:00 PM,NW
PSCO,PNM,64,05/19/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 3:00:00 PM,CENT
PSCO,WACM,356,05/19/2025 3:00:00 PM,NW
PSCO,PNM,68,05/19/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 4:00:00 PM,CENT
PSCO,WACM,577,05/19/2025 4:00:00 PM,NW
PSCO,PNM,70,05/19/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 5:00:00 PM,CENT
PSCO,WACM,534,05/19/2025 5:00:00 PM,NW
PSCO,PNM,90,05/19/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 6:00:00 PM,CENT
PSCO,WACM,678,05/19/2025 6:00:00 PM,NW
PSCO,PNM,89,05/19/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 7:00:00 PM,CENT
PSCO,WACM,555,05/19/2025 7:00:00 PM,NW
PSCO,PNM,89,05/19/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 8:00:00 PM,CENT
PSCO,WACM,377,05/19/2025 8:00:00 PM,NW
PSCO,PNM,91,05/19/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 9:00:00 PM,CENT
PSCO,WACM,335,05/19/2025 9:00:00 PM,NW
PSCO,PNM,90,05/19/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 10:00:00 PM,CENT
PSCO,WACM,507,05/19/2025 10:00:00 PM,NW
PSCO,PNM,86,05/19/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/19/2025 11:00:00 PM,CENT
PSCO,WACM,328,05/19/2025 11:00:00 PM,NW
PSCO,PNM,79,05/20/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 12:00:00 AM,CENT
PSCO,WACM,106,05/20/2025 12:00:00 AM,NW
PSCO,PNM,101,05/20/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 1:00:00 AM,CENT
PSCO,WACM,98,05/20/2025 1:00:00 AM,NW
PSCO,PNM,134,05/20/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 2:00:00 AM,CENT
PSCO,WACM,135,05/20/2025 2:00:00 AM,NW
PSCO,PNM,148,05/20/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 3:00:00 AM,CENT
PSCO,WACM,226,05/20/2025 3:00:00 AM,NW
PSCO,PNM,147,05/20/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 4:00:00 AM,CENT
PSCO,WACM,275,05/20/2025 4:00:00 AM,NW
PSCO,PNM,132,05/20/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 5:00:00 AM,CENT
PSCO,WACM,455,05/20/2025 5:00:00 AM,NW
PSCO,PNM,138,05/20/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 6:00:00 AM,CENT
PSCO,WACM,551,05/20/2025 6:00:00 AM,NW
PSCO,PNM,140,05/20/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 7:00:00 AM,CENT
PSCO,WACM,554,05/20/2025 7:00:00 AM,NW
PSCO,PNM,141,05/20/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 8:00:00 AM,CENT
PSCO,WACM,432,05/20/2025 8:00:00 AM,NW
PSCO,PNM,149,05/20/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 9:00:00 AM,CENT
PSCO,WACM,418,05/20/2025 9:00:00 AM,NW
PSCO,PNM,150,05/20/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 10:00:00 AM,CENT
PSCO,WACM,453,05/20/2025 10:00:00 AM,NW
PSCO,PNM,153,05/20/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/20/2025 11:00:00 AM,CENT
PSCO,WACM,451,05/20/2025 11:00:00 AM,NW
PSCO,PNM,154,05/20/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 12:00:00 PM,CENT
PSCO,WACM,498,05/20/2025 12:00:00 PM,NW
PSCO,PNM,161,05/20/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 1:00:00 PM,CENT
PSCO,WACM,524,05/20/2025 1:00:00 PM,NW
PSCO,PNM,115,05/20/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 2:00:00 PM,CENT
PSCO,WACM,339,05/20/2025 2:00:00 PM,NW
PSCO,PNM,65,05/20/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 3:00:00 PM,CENT
PSCO,WACM,234,05/20/2025 3:00:00 PM,NW
PSCO,PNM,46,05/20/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 4:00:00 PM,CENT
PSCO,WACM,182,05/20/2025 4:00:00 PM,NW
PSCO,PNM,66,05/20/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 5:00:00 PM,CENT
PSCO,WACM,353,05/20/2025 5:00:00 PM,NW
PSCO,PNM,61,05/20/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 6:00:00 PM,CENT
PSCO,WACM,415,05/20/2025 6:00:00 PM,NW
PSCO,PNM,57,05/20/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 7:00:00 PM,CENT
PSCO,WACM,391,05/20/2025 7:00:00 PM,NW
PSCO,PNM,80,05/20/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 8:00:00 PM,CENT
PSCO,WACM,274,05/20/2025 8:00:00 PM,NW
PSCO,PNM,86,05/20/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 9:00:00 PM,CENT
PSCO,WACM,371,05/20/2025 9:00:00 PM,NW
PSCO,PNM,74,05/20/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 10:00:00 PM,CENT
PSCO,WACM,210,05/20/2025 10:00:00 PM,NW
PSCO,PNM,76,05/20/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/20/2025 11:00:00 PM,CENT
PSCO,WACM,249,05/20/2025 11:00:00 PM,NW
PSCO,PNM,74,05/21/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 12:00:00 AM,CENT
PSCO,WACM,240,05/21/2025 12:00:00 AM,NW
PSCO,PNM,70,05/21/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 1:00:00 AM,CENT
PSCO,WACM,217,05/21/2025 1:00:00 AM,NW
PSCO,PNM,120,05/21/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 2:00:00 AM,CENT
PSCO,WACM,210,05/21/2025 2:00:00 AM,NW
PSCO,PNM,113,05/21/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 3:00:00 AM,CENT
PSCO,WACM,180,05/21/2025 3:00:00 AM,NW
PSCO,PNM,109,05/21/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 4:00:00 AM,CENT
PSCO,WACM,199,05/21/2025 4:00:00 AM,NW
PSCO,PNM,113,05/21/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 5:00:00 AM,CENT
PSCO,WACM,265,05/21/2025 5:00:00 AM,NW
PSCO,PNM,131,05/21/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 6:00:00 AM,CENT
PSCO,WACM,206,05/21/2025 6:00:00 AM,NW
PSCO,PNM,140,05/21/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 7:00:00 AM,CENT
PSCO,WACM,380,05/21/2025 7:00:00 AM,NW
PSCO,PNM,131,05/21/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 8:00:00 AM,CENT
PSCO,WACM,299,05/21/2025 8:00:00 AM,NW
PSCO,PNM,128,05/21/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 9:00:00 AM,CENT
PSCO,WACM,217,05/21/2025 9:00:00 AM,NW
PSCO,PNM,122,05/21/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 10:00:00 AM,CENT
PSCO,WACM,201,05/21/2025 10:00:00 AM,NW
PSCO,PNM,126,05/21/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/21/2025 11:00:00 AM,CENT
PSCO,WACM,221,05/21/2025 11:00:00 AM,NW
PSCO,PNM,137,05/21/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 12:00:00 PM,CENT
PSCO,WACM,129,05/21/2025 12:00:00 PM,NW
PSCO,PNM,135,05/21/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 1:00:00 PM,CENT
PSCO,WACM,114,05/21/2025 1:00:00 PM,NW
PSCO,PNM,91,05/21/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 2:00:00 PM,CENT
PSCO,WACM,299,05/21/2025 2:00:00 PM,NW
PSCO,PNM,76,05/21/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 3:00:00 PM,CENT
PSCO,WACM,503,05/21/2025 3:00:00 PM,NW
PSCO,PNM,70,05/21/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 4:00:00 PM,CENT
PSCO,WACM,502,05/21/2025 4:00:00 PM,NW
PSCO,PNM,73,05/21/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 5:00:00 PM,CENT
PSCO,WACM,433,05/21/2025 5:00:00 PM,NW
PSCO,PNM,71,05/21/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 6:00:00 PM,CENT
PSCO,WACM,521,05/21/2025 6:00:00 PM,NW
PSCO,PNM,78,05/21/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 7:00:00 PM,CENT
PSCO,WACM,575,05/21/2025 7:00:00 PM,NW
PSCO,PNM,110,05/21/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 8:00:00 PM,CENT
PSCO,WACM,750,05/21/2025 8:00:00 PM,NW
PSCO,PNM,124,05/21/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 9:00:00 PM,CENT
PSCO,WACM,650,05/21/2025 9:00:00 PM,NW
PSCO,PNM,117,05/21/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 10:00:00 PM,CENT
PSCO,WACM,433,05/21/2025 10:00:00 PM,NW
PSCO,PNM,124,05/21/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/21/2025 11:00:00 PM,CENT
PSCO,WACM,507,05/21/2025 11:00:00 PM,NW
PSCO,PNM,118,05/22/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 12:00:00 AM,CENT
PSCO,WACM,466,05/22/2025 12:00:00 AM,NW
PSCO,PNM,134,05/22/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 1:00:00 AM,CENT
PSCO,WACM,120,05/22/2025 1:00:00 AM,NW
PSCO,PNM,157,05/22/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 2:00:00 AM,CENT
PSCO,WACM,269,05/22/2025 2:00:00 AM,NW
PSCO,PNM,137,05/22/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 3:00:00 AM,CENT
PSCO,WACM,280,05/22/2025 3:00:00 AM,NW
PSCO,PNM,125,05/22/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 4:00:00 AM,CENT
PSCO,WACM,490,05/22/2025 4:00:00 AM,NW
PSCO,PNM,106,05/22/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 5:00:00 AM,CENT
PSCO,WACM,505,05/22/2025 5:00:00 AM,NW
PSCO,PNM,93,05/22/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 6:00:00 AM,CENT
PSCO,WACM,494,05/22/2025 6:00:00 AM,NW
PSCO,PNM,83,05/22/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 7:00:00 AM,CENT
PSCO,WACM,390,05/22/2025 7:00:00 AM,NW
PSCO,PNM,87,05/22/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 8:00:00 AM,CENT
PSCO,WACM,325,05/22/2025 8:00:00 AM,NW
PSCO,PNM,92,05/22/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 9:00:00 AM,CENT
PSCO,WACM,328,05/22/2025 9:00:00 AM,NW
PSCO,PNM,93,05/22/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 10:00:00 AM,CENT
PSCO,WACM,280,05/22/2025 10:00:00 AM,NW
PSCO,PNM,83,05/22/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/22/2025 11:00:00 AM,CENT
PSCO,WACM,-82,05/22/2025 11:00:00 AM,NW
PSCO,PNM,92,05/22/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 12:00:00 PM,CENT
PSCO,WACM,-74,05/22/2025 12:00:00 PM,NW
PSCO,PNM,70,05/22/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 1:00:00 PM,CENT
PSCO,WACM,10,05/22/2025 1:00:00 PM,NW
PSCO,PNM,50,05/22/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 2:00:00 PM,CENT
PSCO,WACM,253,05/22/2025 2:00:00 PM,NW
PSCO,PNM,50,05/22/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 3:00:00 PM,CENT
PSCO,WACM,275,05/22/2025 3:00:00 PM,NW
PSCO,PNM,78,05/22/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 4:00:00 PM,CENT
PSCO,WACM,450,05/22/2025 4:00:00 PM,NW
PSCO,PNM,64,05/22/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 5:00:00 PM,CENT
PSCO,WACM,526,05/22/2025 5:00:00 PM,NW
PSCO,PNM,62,05/22/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 6:00:00 PM,CENT
PSCO,WACM,486,05/22/2025 6:00:00 PM,NW
PSCO,PNM,76,05/22/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 7:00:00 PM,CENT
PSCO,WACM,635,05/22/2025 7:00:00 PM,NW
PSCO,PNM,60,05/22/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 8:00:00 PM,CENT
PSCO,WACM,528,05/22/2025 8:00:00 PM,NW
PSCO,PNM,53,05/22/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 9:00:00 PM,CENT
PSCO,WACM,520,05/22/2025 9:00:00 PM,NW
PSCO,PNM,60,05/22/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 10:00:00 PM,CENT
PSCO,WACM,374,05/22/2025 10:00:00 PM,NW
PSCO,PNM,88,05/22/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/22/2025 11:00:00 PM,CENT
PSCO,WACM,330,05/22/2025 11:00:00 PM,NW
PSCO,PNM,110,05/23/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 12:00:00 AM,CENT
PSCO,WACM,290,05/23/2025 12:00:00 AM,NW
PSCO,PNM,151,05/23/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 1:00:00 AM,CENT
PSCO,WACM,437,05/23/2025 1:00:00 AM,NW
PSCO,PNM,171,05/23/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 2:00:00 AM,CENT
PSCO,WACM,637,05/23/2025 2:00:00 AM,NW
PSCO,PNM,163,05/23/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 3:00:00 AM,CENT
PSCO,WACM,597,05/23/2025 3:00:00 AM,NW
PSCO,PNM,183,05/23/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 4:00:00 AM,CENT
PSCO,WACM,877,05/23/2025 4:00:00 AM,NW
PSCO,PNM,179,05/23/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 5:00:00 AM,CENT
PSCO,WACM,835,05/23/2025 5:00:00 AM,NW
PSCO,PNM,130,05/23/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 6:00:00 AM,CENT
PSCO,WACM,358,05/23/2025 6:00:00 AM,NW
PSCO,PNM,138,05/23/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 7:00:00 AM,CENT
PSCO,WACM,370,05/23/2025 7:00:00 AM,NW
PSCO,PNM,136,05/23/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 8:00:00 AM,CENT
PSCO,WACM,528,05/23/2025 8:00:00 AM,NW
PSCO,PNM,125,05/23/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 9:00:00 AM,CENT
PSCO,WACM,524,05/23/2025 9:00:00 AM,NW
PSCO,PNM,122,05/23/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 10:00:00 AM,CENT
PSCO,WACM,637,05/23/2025 10:00:00 AM,NW
PSCO,PNM,127,05/23/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/23/2025 11:00:00 AM,CENT
PSCO,WACM,696,05/23/2025 11:00:00 AM,NW
PSCO,PNM,130,05/23/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 12:00:00 PM,CENT
PSCO,WACM,549,05/23/2025 12:00:00 PM,NW
PSCO,PNM,126,05/23/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 1:00:00 PM,CENT
PSCO,WACM,466,05/23/2025 1:00:00 PM,NW
PSCO,PNM,78,05/23/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 2:00:00 PM,CENT
PSCO,WACM,367,05/23/2025 2:00:00 PM,NW
PSCO,PNM,47,05/23/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 3:00:00 PM,CENT
PSCO,WACM,416,05/23/2025 3:00:00 PM,NW
PSCO,PNM,49,05/23/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 4:00:00 PM,CENT
PSCO,WACM,465,05/23/2025 4:00:00 PM,NW
PSCO,PNM,53,05/23/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 5:00:00 PM,CENT
PSCO,WACM,444,05/23/2025 5:00:00 PM,NW
PSCO,PNM,64,05/23/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 6:00:00 PM,CENT
PSCO,WACM,442,05/23/2025 6:00:00 PM,NW
PSCO,PNM,55,05/23/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 7:00:00 PM,CENT
PSCO,WACM,375,05/23/2025 7:00:00 PM,NW
PSCO,PNM,49,05/23/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 8:00:00 PM,CENT
PSCO,WACM,229,05/23/2025 8:00:00 PM,NW
PSCO,PNM,75,05/23/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 9:00:00 PM,CENT
PSCO,WACM,307,05/23/2025 9:00:00 PM,NW
PSCO,PNM,93,05/23/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 10:00:00 PM,CENT
PSCO,WACM,436,05/23/2025 10:00:00 PM,NW
PSCO,PNM,91,05/23/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/23/2025 11:00:00 PM,CENT
PSCO,WACM,291,05/23/2025 11:00:00 PM,NW
PSCO,PNM,101,05/24/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 12:00:00 AM,CENT
PSCO,WACM,305,05/24/2025 12:00:00 AM,NW
PSCO,PNM,123,05/24/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 1:00:00 AM,CENT
PSCO,WACM,121,05/24/2025 1:00:00 AM,NW
PSCO,PNM,151,05/24/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 2:00:00 AM,CENT
PSCO,WACM,448,05/24/2025 2:00:00 AM,NW
PSCO,PNM,159,05/24/2025 3:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 3:00:00 AM,CENT
PSCO,WACM,675,05/24/2025 3:00:00 AM,NW
PSCO,PNM,151,05/24/2025 4:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 4:00:00 AM,CENT
PSCO,WACM,731,05/24/2025 4:00:00 AM,NW
PSCO,PNM,157,05/24/2025 5:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 5:00:00 AM,CENT
PSCO,WACM,766,05/24/2025 5:00:00 AM,NW
PSCO,PNM,160,05/24/2025 6:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 6:00:00 AM,CENT
PSCO,WACM,824,05/24/2025 6:00:00 AM,NW
PSCO,PNM,138,05/24/2025 7:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 7:00:00 AM,CENT
PSCO,WACM,818,05/24/2025 7:00:00 AM,NW
PSCO,PNM,120,05/24/2025 8:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 8:00:00 AM,CENT
PSCO,WACM,493,05/24/2025 8:00:00 AM,NW
PSCO,PNM,93,05/24/2025 9:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 9:00:00 AM,CENT
PSCO,WACM,560,05/24/2025 9:00:00 AM,NW
PSCO,PNM,83,05/24/2025 10:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 10:00:00 AM,CENT
PSCO,WACM,559,05/24/2025 10:00:00 AM,NW
PSCO,PNM,87,05/24/2025 11:00:00 AM,SW
PSCO,SWPP,0,05/24/2025 11:00:00 AM,CENT
PSCO,WACM,582,05/24/2025 11:00:00 AM,NW
PSCO,PNM,81,05/24/2025 12:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 12:00:00 PM,CENT
PSCO,WACM,445,05/24/2025 12:00:00 PM,NW
PSCO,PNM,73,05/24/2025 1:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 1:00:00 PM,CENT
PSCO,WACM,351,05/24/2025 1:00:00 PM,NW
PSCO,PNM,66,05/24/2025 2:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 2:00:00 PM,CENT
PSCO,WACM,195,05/24/2025 2:00:00 PM,NW
PSCO,PNM,52,05/24/2025 3:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 3:00:00 PM,CENT
PSCO,WACM,428,05/24/2025 3:00:00 PM,NW
PSCO,PNM,56,05/24/2025 4:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 4:00:00 PM,CENT
PSCO,WACM,532,05/24/2025 4:00:00 PM,NW
PSCO,PNM,65,05/24/2025 5:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 5:00:00 PM,CENT
PSCO,WACM,683,05/24/2025 5:00:00 PM,NW
PSCO,PNM,60,05/24/2025 6:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 6:00:00 PM,CENT
PSCO,WACM,556,05/24/2025 6:00:00 PM,NW
PSCO,PNM,65,05/24/2025 7:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 7:00:00 PM,CENT
PSCO,WACM,520,05/24/2025 7:00:00 PM,NW
PSCO,PNM,79,05/24/2025 8:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 8:00:00 PM,CENT
PSCO,WACM,592,05/24/2025 8:00:00 PM,NW
PSCO,PNM,76,05/24/2025 9:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 9:00:00 PM,CENT
PSCO,WACM,508,05/24/2025 9:00:00 PM,NW
PSCO,PNM,95,05/24/2025 10:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 10:00:00 PM,CENT
PSCO,WACM,570,05/24/2025 10:00:00 PM,NW
PSCO,PNM,103,05/24/2025 11:00:00 PM,SW
PSCO,SWPP,0,05/24/2025 11:00:00 PM,CENT
PSCO,WACM,724,05/24/2025 11:00:00 PM,NW
PSCO,PNM,101,05/25/2025 12:00:00 AM,SW
PSCO,SWPP,0,05/25/2025 12:00:00 AM,CENT
PSCO,WACM,527,05/25/2025 12:00:00 AM,NW
PSCO,PNM,94,05/25/2025 1:00:00 AM,SW
PSCO,SWPP,0,05/25/2025 1:00:00 AM,CENT
PSCO,WACM,707,05/25/2025 1:00:00 AM,NW
PSCO,PNM,105,05/25/2025 2:00:00 AM,SW
PSCO,SWPP,0,05/25/2025 2:00:00 AM,CENT
